gwt_class_1.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Composite,com.google.gwt.user.client.ui.Composite,com.google.gwt.user.client.ui.Composite,1,com.google.gwt.user.client.ui.Composite,com.google.gwt.user.client.ui.Composite,1,1
MouseDownHandler,com.google.gwt.event.dom.client.MouseDownHandler,com.google.gwt.event.dom.client.MouseDownHandler,1,com.google.gwt.event.dom.client.MouseDownHandler,com.google.gwt.event.dom.client.MouseDownHandler,1,1
AbsolutePanel,com.google.gwt.user.client.ui.AbsolutePanel,com.google.gwt.user.client.ui.AbsolutePanel,1,com.google.gwt.user.client.ui.AbsolutePanel,com.google.gwt.user.client.ui.AbsolutePanel,1,1
new AbsolutePanel(),com.google.gwt.user.client.ui.AbsolutePanel,com.google.gwt.user.client.ui.AbsolutePanel,1,com.google.gwt.user.client.ui.AbsolutePanel,com.google.gwt.user.client.ui.AbsolutePanel,1,1
MouseDownEvent,com.google.gwt.event.dom.client.MouseDownEvent,com.google.gwt.event.dom.client.MouseDownEvent,1,com.google.gwt.event.dom.client.MouseDownEvent,com.google.gwt.event.dom.client.MouseDownEvent,1,1
dl_correct:5,dl_accuracy:1.0,,rule_correct:5,rule_checked:5,rule_accuracy:1.0,rule_recall:1.0
checked:5,total correct:5,total accuracy:1.0

gwt_class_10.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
FormPanel,com.google.gwt.user.client.ui.FormPanel,com.google.gwt.user.client.ui.FormPanel,1,com.google.gwt.user.client.ui.FormPanel,com.google.gwt.user.client.ui.FormPanel,1,1
new FormPanel(),com.google.gwt.user.client.ui.FormPanel,com.google.gwt.user.client.ui.FormPanel,1,com.google.gwt.user.client.ui.FormPanel,com.google.gwt.user.client.ui.FormPanel,1,1
VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,1
new VerticalPanel(),com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,1
Label,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,1
TextBox,com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,1
new TextBox(),com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,1
Button,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,1
Button,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,1
ClickListener,com.google.gwt.user.client.ui.ClickListener,com.google.gwt.user.client.ui.ClickListener,1,com.google.gwt.user.client.ui.ClickListener,com.google.gwt.user.client.ui.ClickListener,1,1
dl_correct:10,dl_accuracy:1.0,,rule_correct:10,rule_checked:10,rule_accuracy:1.0,rule_recall:1.0
checked:10,total correct:10,total accuracy:1.0

gwt_class_11.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
EntryPoint,com.google.gwt.core.client.EntryPoint,com.google.gwt.core.client.EntryPoint,1,com.google.gwt.core.client.EntryPoint,com.google.gwt.core.client.EntryPoint,1,1
HorizontalPanel,com.google.gwt.user.client.ui.HorizontalPanel,com.google.gwt.user.client.ui.HorizontalPanel,1,com.google.gwt.user.client.ui.HorizontalPanel,com.google.gwt.user.client.ui.HorizontalPanel,1,1
Label,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,1
new HorizontalPanel(),com.google.gwt.user.client.ui.HorizontalPanel,com.google.gwt.user.client.ui.HorizontalPanel,1,com.google.gwt.user.client.ui.HorizontalPanel,com.google.gwt.user.client.ui.HorizontalPanel,1,1
Label,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,1
RootPanel,com.google.gwt.user.client.ui.RootPanel,com.google.gwt.user.client.ui.RootPanel,1,com.google.gwt.user.client.ui.RootPanel,com.google.gwt.user.client.ui.RootPanel,1,1
dl_correct:6,dl_accuracy:1.0,,rule_correct:6,rule_checked:6,rule_accuracy:1.0,rule_recall:1.0
